filename,class,confidence,x_center,y_center,depth_m,euclidean_m,ground_distance_m,grid_row,grid_col
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.71172291,0.864583333,0.4921875,4.549,4.612,4.611,2,4
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.738573015,0.819791667,0.440625,5.366,5.426,5.422,3,4
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.670955837,0.634375,0.5640625,4.245,4.256,4.252,1,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.729605317,0.620833333,0.49765625,4.824,4.831,4.831,2,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.705191791,0.60625,0.44453125,5.586,5.595,5.591,3,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.713778079,0.386458333,0.496875,5.366,5.376,5.376,2,2
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.781326711,0.367708333,0.5703125,4.264,4.279,4.275,1,2
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.777112663,0.159375,0.49921875,5.427,5.505,5.505,2,1
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.81291759,0.959375,0.69765625,3.26,3.357,3.332,2,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.771393716,0.894791667,0.6078125,3.931,4.004,3.995,3,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.782049358,0.855208333,0.53203125,4.705,4.768,4.767,4,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.810061395,0.683333333,0.825,2.966,3.038,2.976,1,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.843315423,0.6625,0.703125,3.66,3.699,3.669,2,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.784393013,0.640625,0.6125,4.283,4.302,4.291,3,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.75430423,0.632291667,0.54140625,4.949,4.959,4.957,4,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.786303043,0.383333333,0.54296875,5.397,5.409,5.407,4,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.736110508,0.38125,0.61328125,4.682,4.704,4.692,3,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.799204767,0.371875,0.7,3.931,3.971,3.94,2,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.810258925,0.34375,0.8296875,3.153,3.231,3.163,1,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.747371972,0.1625,0.5453125,5.652,5.733,5.731,4,1
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.744782388,0.133333333,0.61328125,5.001,5.095,5.083,3,1
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.812541366,0.934375,0.71484375,3.294,3.388,3.359,1,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.801784396,0.872916667,0.61796875,3.98,4.048,4.038,2,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.764193952,0.819791667,0.546875,4.615,4.665,4.663,3,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.769787967,0.785416667,0.48515625,5.521,5.568,5.567,4,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.832660258,0.625,0.72109375,3.564,3.604,3.569,1,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.839410543,0.608333333,0.62578125,4.264,4.282,4.269,2,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.798785865,0.590625,0.5515625,4.975,4.981,4.978,3,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.796058357,0.58125,0.49375,5.86,5.863,5.863,4,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.8136307,0.355208333,0.5546875,5.427,5.446,5.443,1,2
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.771311104,0.35,0.62421875,4.615,4.643,4.629,2,2
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.828775644,0.33125,0.7265625,3.915,3.97,3.93,3,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.813020885,0.979166667,0.4234375,2.93,3.004,3.001,1,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.792448103,0.933333333,0.30078125,3.328,3.42,3.394,2,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.803789914,0.872916667,0.209375,3.867,3.988,3.923,3,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.80629164,0.836458333,0.128125,4.422,4.594,4.474,4,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.84242326,0.645833333,0.42890625,3.249,3.259,3.255,1,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.848388493,0.630208333,0.30703125,3.731,3.765,3.737,2,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.809905291,0.611458333,0.21484375,4.208,4.281,4.212,3,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.749330759,0.603125,0.1390625,4.592,4.716,4.596,4,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.835301816,0.342708333,0.215625,4.549,4.638,4.564,3,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.804702163,0.341666667,0.140625,4.949,5.093,4.966,4,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.827301979,0.334375,0.3046875,3.997,4.042,4.012,2,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.826914191,0.311458333,0.43359375,3.474,3.493,3.49,1,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.848848403,0.971875,0.4703125,2.737,2.801,2.801,3,4
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.817345858,0.926041667,0.340625,3.153,3.228,3.212,4,4
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.886922598,0.7125,0.85859375,2.045,2.106,2.055,1,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.831184924,0.686458333,0.63046875,2.596,2.613,2.604,2,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.866094232,0.65625,0.46953125,3.004,3.011,3.011,3,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.793197274,0.645833333,0.35078125,3.317,3.338,3.323,4,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.807353616,0.329166667,0.35,3.66,3.691,3.674,4,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.864239097,0.321875,0.46875,3.227,3.241,3.241,3,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.818305075,0.305208333,0.6203125,2.737,2.759,2.751,2,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.867794037,0.258333333,0.859375,2.132,2.202,2.148,1,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.83440733,0.973958333,0.47265625,2.809,2.876,2.876,1,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.840444267,0.930208333,0.34609375,3.375,3.457,3.441,2,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.815980852,0.873958333,0.253125,3.731,3.83,3.785,3,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.796002805,0.8375,0.1671875,4.1,4.238,4.148,4,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.833176315,0.646875,0.475,3.142,3.149,3.148,1,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.76401341,0.632291667,0.3515625,3.525,3.546,3.53,2,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.828765929,0.617708333,0.25390625,4.03,4.085,4.035,3,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.811690867,0.608333333,0.1765625,4.362,4.457,4.366,4,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.865994096,0.354166667,0.25390625,4.264,4.329,4.277,3,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.730302155,0.353125,0.17734375,4.705,4.818,4.72,4,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.853354096,0.34375,0.34609375,3.821,3.852,3.833,2,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.838165283,0.317708333,0.478125,3.317,3.332,3.331,1,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.644690752,0.9875,0.7078125,2.468,2.551,2.53,2,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.840395927,0.93125,0.54453125,3.071,3.133,3.131,3,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.832445145,0.875,0.40859375,3.551,3.609,3.603,4,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.896810353,0.677083333,0.95078125,2.181,2.274,2.187,1,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.850217879,0.648958333,0.71640625,2.745,2.776,2.75,2,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.825940073,0.619791667,0.54921875,3.317,3.322,3.321,3,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.818963647,0.605208333,0.421875,3.731,3.739,3.735,4,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.767917693,0.298958333,0.425,3.997,4.022,4.018,4,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.858302593,0.294791667,0.55078125,3.486,3.507,3.505,3,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.824665427,0.283333333,0.709375,2.948,2.992,2.966,2,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.868076921,0.246875,0.95859375,2.196,2.304,2.214,1,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.815489531,0.977083333,0.565625,2.93,3.003,3,1,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.843315184,0.9375,0.43125,3.499,3.573,3.569,2,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.80954051,0.882291667,0.33125,3.915,3.996,3.974,3,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.791833699,0.85,0.24140625,4.382,4.496,4.437,4,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.867477715,0.663541667,0.56796875,3.249,3.26,3.257,1,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.816691279,0.65,0.4359375,3.761,3.772,3.769,2,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.807933748,0.632291667,0.3328125,4.245,4.276,4.252,3,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.796618223,0.627083333,0.25078125,4.682,4.748,4.689,4,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.808869243,0.377083333,0.25078125,5.027,5.101,5.038,4,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.827053607,0.376041667,0.33203125,4.637,4.674,4.647,3,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.826399446,0.370833333,0.4296875,3.997,4.01,4.006,2,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.828801334,0.347916667,0.5703125,3.486,3.501,3.497,1,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.794628739,0.15625,0.25234375,5.027,5.162,5.1,4,1
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.793978095,0.133333333,0.33046875,4.615,4.717,4.69,3,1
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.80744946,0.877083333,0.12578125,2.985,3.112,3.029,1,4
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.797825396,0.823958333,0.02109375,3.283,3.465,3.318,2,4
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.85622859,0.559375,0.13046875,3.184,3.272,3.185,1,3
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.794718385,0.546875,0.028125,3.512,3.667,3.512,2,3
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.758620799,0.26875,0.0265625,3.474,3.65,3.497,2,2
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.845340967,0.253125,0.13515625,3.195,3.304,3.22,1,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.744186878,0.9875,0.325,2.721,2.806,2.79,1,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.832347274,0.963541667,0.19140625,3.101,3.229,3.171,2,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.803651094,0.9125,0.08828125,3.448,3.625,3.51,3,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.869218171,0.667708333,0.31953125,2.994,3.022,3.002,1,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.847278535,0.660416667,0.18984375,3.387,3.461,3.395,2,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.776691318,0.646875,0.08515625,3.66,3.792,3.667,3,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.652134299,0.645833333,0.00546875,3.806,3.997,3.813,4,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.81414485,0.377083333,0.08046875,3.806,3.947,3.814,1,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.841518819,0.365625,0.17734375,3.674,3.76,3.683,2,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.820847929,0.338541667,0.31640625,3.163,3.196,3.174,3,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.851908982,0.964583333,0.396875,3.013,3.088,3.082,3,4
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.843097031,0.926041667,0.25703125,3.34,3.442,3.403,4,4
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.859488368,0.68125,0.78203125,2.296,2.34,2.303,1,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.842496276,0.670833333,0.55703125,2.826,2.836,2.834,2,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.839457989,0.653125,0.390625,3.227,3.242,3.234,3,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.816291451,0.647916667,0.26015625,3.605,3.654,3.612,4,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.837710857,0.3375,0.25390625,3.915,3.977,3.929,4,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.847718894,0.330208333,0.38046875,3.474,3.497,3.487,3,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.82361114,0.308333333,0.5390625,3.023,3.038,3.037,2,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.85467875,0.2625,0.77578125,2.475,2.529,2.492,1,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.828546762,0.957291667,0.40703125,3.023,3.094,3.089,1,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.853036642,0.90625,0.26796875,3.436,3.532,3.495,2,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.805614889,0.85625,0.1640625,3.746,3.879,3.795,3,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.767336249,0.826041667,0.06875,4.171,4.369,4.217,4,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.854020357,0.621875,0.4015625,3.387,3.398,3.392,1,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.816851318,0.614583333,0.2671875,3.731,3.776,3.736,2,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.794202387,0.602083333,0.16015625,4.19,4.29,4.193,3,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.742266834,0.597916667,0.07265625,4.506,4.673,4.509,4,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.811880589,0.341666667,0.15546875,4.322,4.439,4.337,4,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.813169658,0.341666667,0.06953125,4.506,4.687,4.521,3,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.852706194,0.330208333,0.25703125,3.964,4.026,3.979,2,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.845533431,0.30625,0.3984375,3.512,3.536,3.529,1,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.577091515,0.988541667,0.29921875,2.37,2.449,2.43,2,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.810954273,0.942708333,0.13671875,2.691,2.816,2.746,3,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.678962111,0.89375,0.00703125,2.948,3.136,2.996,4,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.887767553,0.645833333,0.52109375,2.147,2.151,2.151,1,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.836996138,0.626041667,0.29921875,2.603,2.628,2.606,2,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.827912688,0.601041667,0.134375,2.86,2.939,2.862,3,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.772184968,0.590625,0.01171875,3.142,3.292,3.144,4,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.717525542,0.25,0.01015625,3.184,3.359,3.209,4,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.850129426,0.246875,0.1296875,2.966,3.071,2.991,3,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.827342927,0.230208333,0.2859375,2.714,2.763,2.739,2,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.867053688,0.186458333,0.52265625,2.28,2.308,2.308,1,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.832464516,0.967708333,0.18203125,2.698,2.814,2.76,2,4
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.813733101,0.911458333,0.05234375,2.957,3.125,3.009,3,4
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.84933728,0.638541667,0.35390625,2.61,2.626,2.614,1,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.838489592,0.627083333,0.18203125,2.93,2.994,2.934,2,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.81389153,0.610416667,0.04921875,3.184,3.316,3.187,3,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.824303687,0.296875,0.0421875,3.271,3.424,3.289,3,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.83024174,0.284375,0.16796875,3.023,3.108,3.041,2,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.851540923,0.251041667,0.35,2.721,2.755,2.743,1,2
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.844982326,0.875,0.065625,2.921,3.072,2.964,1,4
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.857124805,0.555208333,0.0671875,3.142,3.259,3.143,1,3
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.824529648,0.251041667,0.06796875,3.142,3.283,3.167,1,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.821121931,0.964583333,0.2734375,2.785,2.876,2.848,2,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.804275751,0.9125,0.1390625,3.081,3.215,3.136,3,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.803510249,0.878125,0.0171875,3.305,3.504,3.354,4,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.842558205,0.652083333,0.44921875,2.683,2.69,2.689,1,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.839448273,0.640625,0.2734375,3.013,3.05,3.019,2,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.831500947,0.622916667,0.1359375,3.317,3.409,3.321,3,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.793183506,0.621875,0.0265625,3.499,3.658,3.503,4,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.806542218,0.329166667,0.01953125,3.674,3.856,3.688,4,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.855939984,0.327083333,0.13046875,3.424,3.531,3.437,3,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.832437456,0.314583333,0.26015625,3.163,3.214,3.177,2,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.832275033,0.285416667,0.44609375,2.843,2.861,2.86,1,2
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.853007257,0.865625,0.1578125,3.004,3.115,3.045,1,4
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.858228564,0.822916667,0.0421875,3.238,3.406,3.273,2,4
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.844274879,0.5625,0.16015625,3.216,3.292,3.217,1,3
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.822271943,0.552083333,0.04453125,3.474,3.617,3.474,2,3
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.79250288,0.285416667,0.0375,3.486,3.654,3.507,2,2
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.85495007,0.269791667,0.16171875,3.26,3.357,3.282,1,2
