filename,class,confidence,x_center,y_center,depth_m,euclidean_m,ground_distance_m,grid_row,grid_col
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.670955837,0.634375,0.5640625,4.485,4.495,4.492,1,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.729605317,0.620833333,0.49765625,4.949,4.956,4.956,2,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.705191791,0.60625,0.44453125,5.97,5.98,5.976,3,3
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.713778079,0.386458333,0.496875,5.49,5.5,5.5,2,2
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.781326711,0.367708333,0.5703125,4.549,4.564,4.56,1,2
left_20deg_130cmgnd_300cmgrid_20250926_111837.jpg,0,0.777112663,0.159375,0.49921875,5.521,5.6,5.6,2,1
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.81291759,0.959375,0.69765625,3.294,3.392,3.367,2,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.771393716,0.894791667,0.6078125,3.98,4.054,4.045,3,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.782049358,0.855208333,0.53203125,4.874,4.938,4.937,4,4
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.810061395,0.683333333,0.825,3.032,3.106,3.042,1,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.843315423,0.6625,0.703125,3.717,3.757,3.726,2,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.784393013,0.640625,0.6125,4.362,4.38,4.369,3,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.75430423,0.632291667,0.54140625,5.081,5.09,5.089,4,3
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.786303043,0.383333333,0.54296875,5.49,5.502,5.5,4,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.736110508,0.38125,0.61328125,4.729,4.75,4.738,3,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.799204767,0.371875,0.7,3.997,4.038,4.006,2,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.810258925,0.34375,0.8296875,3.317,3.399,3.328,1,2
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.747371972,0.1625,0.5453125,5.754,5.837,5.834,4,1
left_20deg_154cmgnd_200cmgrid_20250926_111455.jpg,0,0.744782388,0.133333333,0.61328125,5.136,5.232,5.219,3,1
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.812541366,0.934375,0.71484375,3.411,3.509,3.479,1,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.801784396,0.872916667,0.61796875,4.171,4.243,4.232,2,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.764193952,0.819791667,0.546875,4.752,4.804,4.802,3,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.769787967,0.785416667,0.48515625,5.86,5.909,5.909,4,4
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.832660258,0.625,0.72109375,3.702,3.743,3.708,1,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.839410543,0.608333333,0.62578125,4.342,4.36,4.346,2,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.798785865,0.590625,0.5515625,5.027,5.033,5.031,3,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.8136307,0.355208333,0.5546875,5.586,5.606,5.602,4,3
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.771311104,0.35,0.62421875,4.824,4.854,4.839,1,2
left_20deg_154cmgnd_250cmgrid_20250926_111529.jpg,0,0.828775644,0.33125,0.7265625,4.153,4.211,4.169,2,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.813020885,0.979166667,0.4234375,2.957,3.032,3.029,3,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.792448103,0.933333333,0.30078125,3.375,3.469,3.442,1,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.803789914,0.872916667,0.209375,3.947,4.07,4.004,2,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.80629164,0.836458333,0.128125,4.464,4.637,4.516,3,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.84242326,0.645833333,0.42890625,3.294,3.304,3.3,4,4
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.848388493,0.630208333,0.30703125,3.821,3.855,3.827,1,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.809905291,0.611458333,0.21484375,4.303,4.378,4.307,2,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.749330759,0.603125,0.1390625,4.682,4.808,4.687,3,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.835301816,0.342708333,0.215625,4.66,4.751,4.675,4,3
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.804702163,0.341666667,0.140625,5.027,5.174,5.044,3,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.827301979,0.334375,0.3046875,4.153,4.2,4.168,4,2
left_35deg_150cmgnd_200cmgrid_20250926_103550.jpg,0,0.826914191,0.311458333,0.43359375,3.512,3.532,3.528,2,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.848848403,0.971875,0.4703125,2.753,2.818,2.817,1,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.817345858,0.926041667,0.340625,3.184,3.26,3.244,3,4
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.886922598,0.7125,0.85859375,2.054,2.115,2.063,4,4
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.831184924,0.686458333,0.63046875,2.596,2.613,2.604,1,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.866094232,0.65625,0.46953125,3.052,3.059,3.059,2,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.793197274,0.645833333,0.35078125,3.436,3.458,3.443,3,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.807353616,0.329166667,0.35,3.731,3.763,3.746,4,3
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.864239097,0.321875,0.46875,3.294,3.308,3.308,4,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.818305075,0.305208333,0.6203125,2.809,2.832,2.823,3,2
left_35deg_160cmgnd_100cmgrid_20250926_102917.jpg,0,0.867794037,0.258333333,0.859375,2.147,2.217,2.162,2,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.83440733,0.973958333,0.47265625,2.834,2.902,2.901,1,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.840444267,0.930208333,0.34609375,3.436,3.519,3.502,1,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.815980852,0.873958333,0.253125,3.791,3.891,3.845,2,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.796002805,0.8375,0.1671875,4.264,4.408,4.315,3,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.833176315,0.646875,0.475,3.173,3.18,3.18,4,4
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.76401341,0.632291667,0.3515625,3.618,3.64,3.624,1,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.828765929,0.617708333,0.25390625,4.135,4.191,4.14,2,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.811690867,0.608333333,0.1765625,4.506,4.604,4.51,3,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.865994096,0.354166667,0.25390625,4.362,4.428,4.374,4,3
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.730302155,0.353125,0.17734375,4.874,4.99,4.888,3,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.853354096,0.34375,0.34609375,3.964,3.996,3.977,4,2
left_35deg_160cmgnd_200cmgrid_20250926_102751.jpg,0,0.838165283,0.317708333,0.478125,3.363,3.379,3.378,2,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.644690752,0.9875,0.7078125,2.488,2.571,2.55,1,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.840395927,0.93125,0.54453125,3.091,3.153,3.152,2,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.832445145,0.875,0.40859375,3.591,3.65,3.644,3,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.896810353,0.677083333,0.95078125,2.196,2.29,2.202,4,4
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.850217879,0.648958333,0.71640625,2.809,2.841,2.815,1,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.825940073,0.619791667,0.54921875,3.317,3.322,3.321,2,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.818963647,0.605208333,0.421875,3.761,3.769,3.764,3,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.767917693,0.298958333,0.425,4.153,4.18,4.175,4,3
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.858302593,0.294791667,0.55078125,3.512,3.533,3.531,4,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.824665427,0.283333333,0.709375,3.052,3.097,3.07,3,2
left_35deg_185cmgnd_100cmgrid_20250926_103842.jpg,0,0.868076921,0.246875,0.95859375,2.211,2.32,2.229,2,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.815489531,0.977083333,0.565625,2.976,3.05,3.047,1,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.843315184,0.9375,0.43125,3.512,3.586,3.582,1,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.80954051,0.882291667,0.33125,3.98,4.063,4.04,2,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.791833699,0.85,0.24140625,4.549,4.667,4.606,3,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.867477715,0.663541667,0.56796875,3.305,3.316,3.313,4,4
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.816691279,0.65,0.4359375,3.806,3.817,3.814,1,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.807933748,0.632291667,0.3328125,4.362,4.393,4.368,2,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.796618223,0.627083333,0.25078125,4.824,4.892,4.831,3,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.808869243,0.377083333,0.25078125,5.191,5.268,5.202,4,3
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.827053607,0.376041667,0.33203125,4.824,4.863,4.835,4,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.826399446,0.370833333,0.4296875,4.082,4.096,4.092,3,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.828801334,0.347916667,0.5703125,3.525,3.539,3.536,2,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.794628739,0.15625,0.25234375,5.108,5.244,5.182,1,2
left_35deg_185cmgnd_200cmgrid_20250926_103708.jpg,0,0.793978095,0.133333333,0.33046875,4.874,4.981,4.953,4,1
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.80744946,0.877083333,0.12578125,3.042,3.171,3.087,3,1
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.797825396,0.823958333,0.02109375,3.305,3.489,3.341,1,4
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.85622859,0.559375,0.13046875,3.26,3.35,3.261,2,4
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.794718385,0.546875,0.028125,3.538,3.694,3.538,1,3
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.758620799,0.26875,0.0265625,3.578,3.759,3.602,2,3
left_40deg_150cmgnd_250cmgrid_20250926_111216.jpg,0,0.845340967,0.253125,0.13515625,3.294,3.407,3.319,2,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.744186878,0.9875,0.325,2.809,2.897,2.88,1,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.832347274,0.963541667,0.19140625,3.111,3.24,3.182,1,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.803651094,0.9125,0.08828125,3.486,3.664,3.548,2,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.869218171,0.667708333,0.31953125,3.052,3.08,3.06,3,4
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.847278535,0.660416667,0.18984375,3.461,3.536,3.469,1,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.776691318,0.646875,0.08515625,3.717,3.851,3.724,2,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.652134299,0.645833333,0.00546875,3.852,4.045,3.859,3,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.81414485,0.377083333,0.08046875,3.931,4.077,3.939,4,3
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.841518819,0.365625,0.17734375,3.717,3.804,3.726,1,2
left_40deg_165cmgnd_200cmgrid_20250926_110746.jpg,0,0.820847929,0.338541667,0.31640625,3.26,3.294,3.272,2,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.851908982,0.964583333,0.396875,3.023,3.098,3.092,3,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.843097031,0.926041667,0.25703125,3.387,3.491,3.451,3,4
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.859488368,0.68125,0.78203125,2.302,2.345,2.309,4,4
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.842496276,0.670833333,0.55703125,2.843,2.853,2.851,1,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.839457989,0.653125,0.390625,3.294,3.309,3.301,2,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.816291451,0.647916667,0.26015625,3.674,3.724,3.681,3,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.837710857,0.3375,0.25390625,3.947,4.009,3.961,4,3
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.847718894,0.330208333,0.38046875,3.512,3.536,3.525,4,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.82361114,0.308333333,0.5390625,3.081,3.097,3.096,3,2
left_40deg_185cmgnd_100cmgrid_20250926_110313.jpg,0,0.85467875,0.2625,0.77578125,2.488,2.543,2.505,2,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.828546762,0.957291667,0.40703125,3.052,3.124,3.119,1,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.853036642,0.90625,0.26796875,3.486,3.584,3.546,1,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.805614889,0.85625,0.1640625,3.806,3.941,3.856,2,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.767336249,0.826041667,0.06875,4.264,4.467,4.311,3,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.854020357,0.621875,0.4015625,3.474,3.485,3.478,4,4
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.816851318,0.614583333,0.2671875,3.761,3.806,3.765,1,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.794202387,0.602083333,0.16015625,4.227,4.328,4.23,2,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.742266834,0.597916667,0.07265625,4.549,4.718,4.552,3,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.811880589,0.341666667,0.15546875,4.443,4.563,4.458,4,3
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.813169658,0.341666667,0.06953125,4.57,4.754,4.586,4,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.852706194,0.330208333,0.25703125,3.98,4.043,3.995,3,2
left_40deg_185cmgnd_200cmgrid_20250926_110526.jpg,0,0.845533431,0.30625,0.3984375,3.551,3.576,3.568,2,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.577091515,0.988541667,0.29921875,2.388,2.467,2.448,1,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.810954273,0.942708333,0.13671875,2.706,2.832,2.761,2,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.678962111,0.89375,0.00703125,3.023,3.215,3.072,3,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.887767553,0.645833333,0.52109375,2.186,2.19,2.19,4,4
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.836996138,0.626041667,0.29921875,2.61,2.635,2.613,1,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.827912688,0.601041667,0.134375,2.895,2.974,2.897,2,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.772184968,0.590625,0.01171875,3.132,3.282,3.134,3,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.717525542,0.25,0.01015625,3.249,3.428,3.275,4,3
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.850129426,0.246875,0.1296875,2.994,3.1,3.019,4,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.827342927,0.230208333,0.2859375,2.721,2.771,2.746,3,2
left_45deg_150cmgnd_100cmgrid_20250926_105349.jpg,0,0.867053688,0.186458333,0.52265625,2.307,2.336,2.335,2,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.832464516,0.967708333,0.18203125,2.714,2.83,2.776,1,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.813733101,0.911458333,0.05234375,2.976,3.145,3.028,2,4
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.84933728,0.638541667,0.35390625,2.631,2.647,2.636,3,4
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.838489592,0.627083333,0.18203125,2.957,3.022,2.962,1,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.81389153,0.610416667,0.04921875,3.227,3.361,3.23,2,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.824303687,0.296875,0.0421875,3.305,3.46,3.323,3,3
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.83024174,0.284375,0.16796875,3.091,3.178,3.11,3,2
left_45deg_160cmgnd_150cmgrid_20250926_105635.jpg,0,0.851540923,0.251041667,0.35,2.761,2.795,2.783,2,2
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.844982326,0.875,0.065625,2.948,3.1,2.991,1,2
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.857124805,0.555208333,0.0671875,3.142,3.259,3.143,1,4
left_45deg_160cmgnd_250cmgrid_20250926_105724.jpg,0,0.824529648,0.251041667,0.06796875,3.142,3.283,3.167,1,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.821121931,0.964583333,0.2734375,2.801,2.893,2.865,1,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.804275751,0.9125,0.1390625,3.111,3.246,3.167,2,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.803510249,0.878125,0.0171875,3.352,3.553,3.401,3,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.842558205,0.652083333,0.44921875,2.698,2.706,2.704,4,4
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.839448273,0.640625,0.2734375,3.052,3.089,3.057,1,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.831500947,0.622916667,0.1359375,3.34,3.433,3.344,2,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.793183506,0.621875,0.0265625,3.512,3.672,3.516,3,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.806542218,0.329166667,0.01953125,3.702,3.885,3.717,4,3
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.855939984,0.327083333,0.13046875,3.486,3.595,3.5,4,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.832437456,0.314583333,0.26015625,3.249,3.301,3.264,3,2
left_45deg_185cmgnd_150cmgrid_20250926_105905.jpg,0,0.832275033,0.285416667,0.44609375,2.895,2.913,2.912,2,2
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.853007257,0.865625,0.1578125,3.013,3.125,3.055,1,2
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.858228564,0.822916667,0.0421875,3.283,3.453,3.318,1,4
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.844274879,0.5625,0.16015625,3.283,3.36,3.283,2,4
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.822271943,0.552083333,0.04453125,3.499,3.644,3.5,1,3
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.79250288,0.285416667,0.0375,3.525,3.694,3.546,2,3
left_45deg_185cmgnd_250cmgrid_20250926_105807.jpg,0,0.85495007,0.269791667,0.16171875,3.294,3.391,3.316,2,2
,,,,,,,,1,2
