image,conf,x1,y1,x2,y2
image_0052.jpg,0.921,535,45,583,89
image_0052.jpg,0.912,401,57,459,89
image_0052.jpg,0.911,510,269,597,340
image_0052.jpg,0.88,212,321,284,349
image_0052.jpg,0.878,216,175,257,210
image_0052.jpg,0.877,77,141,157,180
image_0052.jpg,0.747,277,60,316,99
image_0054.jpg,0.936,310,162,366,215
image_0054.jpg,0.925,353,409,393,447
image_0054.jpg,0.918,494,398,549,448
image_0054.jpg,0.916,525,294,582,330
image_0054.jpg,0.914,345,256,395,289
image_0054.jpg,0.905,466,70,543,96
image_0054.jpg,0.901,260,430,316,461
image_0054.jpg,0.894,523,147,605,179
image_0054.jpg,0.854,441,252,498,274
image_0055.jpg,0.949,108,192,139,246
image_0055.jpg,0.942,173,366,232,425
image_0055.jpg,0.94,236,153,301,217
image_0055.jpg,0.934,229,323,262,370
image_0055.jpg,0.934,523,293,593,355
image_0055.jpg,0.929,23,45,117,134
image_0055.jpg,0.925,299,286,348,336
image_0055.jpg,0.922,101,359,158,411
image_0055.jpg,0.917,163,145,223,201
image_0055.jpg,0.91,489,172,552,233
image_0055.jpg,0.904,232,190,302,255
image_0055.jpg,0.886,149,341,216,368
image_0055.jpg,0.87,44,319,117,385
image_0055.jpg,0.852,337,341,392,383
image_0063.jpg,0.949,524,215,586,278
image_0063.jpg,0.935,400,147,486,230
image_0063.jpg,0.925,129,210,170,247
image_0063.jpg,0.924,280,355,336,410
image_0063.jpg,0.919,375,344,433,386
image_0063.jpg,0.916,34,62,97,122
image_0063.jpg,0.914,463,216,526,279
image_0063.jpg,0.906,467,384,542,452
image_0063.jpg,0.895,165,52,216,91
image_0063.jpg,0.895,508,74,595,142
image_0063.jpg,0.872,198,46,254,100
image_0063.jpg,0.863,282,75,353,116
image_0073.jpg,0.944,114,257,171,309
image_0073.jpg,0.912,349,423,388,461
image_0073.jpg,0.906,388,130,434,172
image_0073.jpg,0.906,253,301,311,358
image_0073.jpg,0.87,339,334,409,379
image_0079.jpg,0.958,267,396,332,459
image_0079.jpg,0.942,228,147,280,195
image_0079.jpg,0.936,71,87,148,144
image_0079.jpg,0.931,429,224,483,282
image_0079.jpg,0.929,304,161,382,234
image_0079.jpg,0.925,150,218,184,249
image_0079.jpg,0.901,302,41,371,62
image_0079.jpg,0.901,101,204,139,261
image_0079.jpg,0.87,29,47,102,92
image_0079.jpg,0.867,84,245,126,287
image_0079.jpg,0.848,570,96,609,117
image_0082.jpg,0.93,96,48,174,122
image_0082.jpg,0.907,112,206,145,260
image_0082.jpg,0.872,70,82,110,121
image_0082.jpg,0.864,392,302,458,326
image_0088.jpg,0.945,29,53,88,113
image_0088.jpg,0.938,387,142,417,179
image_0088.jpg,0.923,158,226,190,271
image_0088.jpg,0.922,341,234,387,281
image_0088.jpg,0.919,569,394,608,441
image_0088.jpg,0.912,129,292,221,378
image_0088.jpg,0.886,277,240,333,282
image_0088.jpg,0.868,489,255,581,276
image_0088.jpg,0.868,68,331,138,402
image_0088.jpg,0.833,57,326,116,385
image_0091.jpg,0.962,535,134,628,224
image_0091.jpg,0.945,102,361,190,447
image_0091.jpg,0.944,76,287,156,365
image_0091.jpg,0.937,352,22,444,109
image_0091.jpg,0.931,320,164,369,218
image_0091.jpg,0.928,102,99,184,171
image_0091.jpg,0.92,215,296,275,357
image_0091.jpg,0.92,296,15,375,85
image_0091.jpg,0.914,151,301,239,383
image_0091.jpg,0.905,366,309,413,338
image_0091.jpg,0.862,362,173,412,229
image_0091.jpg,0.852,95,201,170,220
image_0091.jpg,0.85,251,269,309,295
image_0091.jpg,0.828,119,325,168,359
image_0095.jpg,0.957,168,298,260,386
image_0095.jpg,0.941,380,218,477,310
image_0095.jpg,0.931,62,343,154,430
image_0095.jpg,0.928,226,425,266,473
image_0095.jpg,0.927,134,370,178,410
image_0095.jpg,0.918,527,58,557,105
image_0095.jpg,0.908,317,185,383,247
image_0095.jpg,0.907,237,68,283,112
image_0095.jpg,0.906,87,294,132,344
image_0095.jpg,0.9,482,256,525,297
image_0095.jpg,0.898,248,93,307,134
image_0095.jpg,0.897,189,229,280,319
image_0095.jpg,0.895,172,97,251,122
image_0095.jpg,0.878,149,219,232,301
image_0095.jpg,0.819,225,211,260,247
image_0097.jpg,0.953,427,237,492,300
image_0097.jpg,0.944,319,295,376,323
image_0097.jpg,0.93,529,419,566,463
image_0097.jpg,0.915,203,301,246,343
image_0097.jpg,0.873,254,227,317,271
image_0099.jpg,0.918,477,341,521,383
image_0099.jpg,0.905,188,365,229,419
image_0099.jpg,0.846,86,150,129,181
image_0099.jpg,0.835,529,314,603,358
image_0103.jpg,0.945,527,275,579,323
image_0103.jpg,0.94,487,21,575,104
image_0103.jpg,0.935,284,278,357,348
image_0103.jpg,0.926,23,325,92,393
image_0103.jpg,0.916,215,226,270,259
image_0103.jpg,0.915,542,143,585,190
image_0103.jpg,0.903,375,100,448,143
image_0103.jpg,0.885,174,238,221,278
image_0103.jpg,0.88,265,110,337,148
image_0103.jpg,0.791,77,395,147,434
image_0103.jpg,0.764,24,271,104,319
image_0104.jpg,0.948,395,343,466,419
image_0104.jpg,0.939,281,334,372,422
image_0104.jpg,0.915,583,362,612,415
image_0104.jpg,0.852,254,96,335,131
image_0104.jpg,0.851,561,96,618,136
image_0105.jpg,0.937,458,89,528,161
image_0105.jpg,0.937,251,372,328,448
image_0105.jpg,0.924,384,107,434,153
image_0105.jpg,0.919,280,259,351,313
image_0105.jpg,0.918,354,391,425,467
image_0105.jpg,0.917,247,307,317,377
image_0105.jpg,0.916,220,160,278,210
image_0105.jpg,0.908,177,344,219,383
image_0105.jpg,0.904,352,364,404,404
image_0105.jpg,0.902,548,237,588,275
image_0105.jpg,0.894,433,54,491,93
image_0105.jpg,0.863,165,255,227,287
image_0105.jpg,0.862,362,214,454,259
image_0105.jpg,0.855,340,176,393,226
image_0106.jpg,0.943,218,139,299,219
image_0106.jpg,0.937,173,160,202,192
image_0106.jpg,0.929,106,270,180,341
image_0106.jpg,0.926,65,381,98,422
image_0106.jpg,0.925,360,173,415,204
image_0106.jpg,0.924,277,351,331,402
image_0106.jpg,0.908,278,316,332,364
image_0106.jpg,0.904,485,216,562,277
image_0106.jpg,0.891,530,331,571,369
image_0106.jpg,0.887,112,49,164,103
image_0106.jpg,0.878,416,32,492,93
image_0106.jpg,0.865,526,392,577,436
image_0106.jpg,0.86,103,237,148,267
image_0106.jpg,0.85,474,403,551,437
image_0106.jpg,0.815,40,254,132,295
image_0111.jpg,0.945,156,396,187,441
image_0111.jpg,0.923,166,110,221,143
image_0111.jpg,0.919,409,289,458,331
image_0111.jpg,0.892,325,93,379,131
image_0111.jpg,0.887,246,340,307,386
image_0111.jpg,0.811,56,383,146,417
image_0111.jpg,0.766,338,211,399,260
image_0111.jpg,0.715,330,208,390,230
image_0117.jpg,0.951,284,217,338,255
image_0117.jpg,0.945,317,97,395,174
image_0117.jpg,0.938,545,203,616,279
image_0117.jpg,0.936,161,269,207,319
image_0117.jpg,0.929,447,155,523,233
image_0117.jpg,0.919,64,207,123,239
image_0117.jpg,0.909,274,359,321,401
image_0117.jpg,0.906,192,366,276,406
image_0117.jpg,0.883,406,317,498,353
image_0117.jpg,0.874,10,274,111,301
image_0117.jpg,0.856,388,228,452,246
image_0117.jpg,0.823,421,124,517,218
image_0117.jpg,0.787,447,107,490,133
image_0121.jpg,0.941,325,68,377,123
image_0121.jpg,0.935,192,376,247,412
image_0121.jpg,0.933,491,177,582,263
image_0121.jpg,0.922,523,34,580,91
image_0121.jpg,0.918,87,332,144,386
image_0121.jpg,0.91,203,204,251,242
image_0121.jpg,0.905,546,380,610,438
image_0121.jpg,0.897,367,405,422,432
image_0121.jpg,0.885,396,372,486,403
image_0121.jpg,0.822,373,234,426,276
image_0121.jpg,0.804,322,369,408,405
image_0124.jpg,0.948,56,141,115,202
image_0124.jpg,0.947,208,280,276,350
image_0124.jpg,0.931,243,80,317,160
image_0124.jpg,0.912,333,152,371,206
image_0124.jpg,0.911,435,46,489,97
image_0124.jpg,0.908,210,156,283,226
image_0124.jpg,0.893,123,348,154,377
image_0124.jpg,0.89,566,331,616,360
image_0124.jpg,0.876,82,291,156,356
image_0124.jpg,0.873,60,191,97,231
image_0127.jpg,0.926,460,265,522,326
image_0127.jpg,0.92,286,54,329,94
image_0127.jpg,0.92,191,407,237,451
image_0127.jpg,0.914,360,143,405,186
image_0127.jpg,0.907,166,314,228,373
image_0127.jpg,0.904,536,84,606,154
image_0127.jpg,0.899,562,267,603,305
image_0127.jpg,0.897,291,336,332,376
image_0127.jpg,0.864,66,405,121,443
image_0127.jpg,0.849,140,366,202,408
image_0128.jpg,0.942,372,332,422,383
image_0128.jpg,0.915,231,188,272,225
image_0128.jpg,0.911,426,384,472,423
image_0128.jpg,0.89,328,281,378,327
image_0128.jpg,0.88,440,242,497,278
image_0128.jpg,0.877,58,322,155,353
image_0128.jpg,0.791,465,157,533,198
image_0128.jpg,0.748,431,104,534,124
image_0129.jpg,0.944,37,155,102,217
image_0129.jpg,0.92,313,145,390,223
image_0129.jpg,0.919,102,239,156,291
image_0129.jpg,0.917,243,359,292,399
image_0129.jpg,0.914,543,257,588,297
image_0129.jpg,0.908,120,375,199,401
image_0129.jpg,0.908,509,68,544,98
image_0129.jpg,0.903,159,186,205,215
image_0129.jpg,0.895,518,351,568,395
image_0129.jpg,0.854,211,307,283,342
image_0129.jpg,0.822,530,402,593,434
image_0129.jpg,0.801,497,293,570,333
image_0129.jpg,0.785,309,41,396,85
image_0133.jpg,0.955,265,255,335,327
image_0133.jpg,0.939,96,143,167,218
image_0133.jpg,0.928,533,314,567,362
image_0133.jpg,0.921,529,110,584,150
image_0133.jpg,0.921,226,96,276,133
image_0133.jpg,0.916,453,131,496,170
image_0133.jpg,0.905,220,134,263,174
image_0133.jpg,0.881,159,269,223,314
image_0133.jpg,0.87,320,351,396,411
image_0133.jpg,0.868,499,195,561,252
image_0133.jpg,0.842,96,53,158,107
image_0133.jpg,0.816,295,242,345,290
image_0133.jpg,0.693,287,230,328,266
image_0133.jpg,0.577,73,169,122,203
image_0134.jpg,0.933,341,251,389,300
image_0134.jpg,0.912,228,115,288,172
image_0134.jpg,0.899,488,427,544,465
image_0134.jpg,0.884,301,114,345,151
image_0134.jpg,0.878,464,124,549,150
image_0134.jpg,0.876,470,83,544,147
image_0134.jpg,0.864,40,133,109,170
image_0134.jpg,0.827,471,392,521,421
image_0134.jpg,0.826,96,195,149,239
image_0136.jpg,0.94,219,75,251,108
image_0136.jpg,0.925,81,325,129,369
image_0136.jpg,0.924,203,346,284,421
image_0136.jpg,0.92,403,157,496,244
image_0136.jpg,0.919,331,411,382,446
image_0136.jpg,0.913,189,104,230,142
image_0136.jpg,0.912,426,423,482,457
image_0136.jpg,0.835,231,376,297,434
image_0136.jpg,0.643,375,164,449,219
image_0138.jpg,0.943,24,194,92,265
image_0138.jpg,0.939,181,366,212,396
image_0138.jpg,0.937,146,265,229,345
image_0138.jpg,0.929,137,142,211,212
image_0138.jpg,0.927,272,166,326,216
image_0138.jpg,0.925,470,174,552,250
image_0138.jpg,0.925,445,268,479,297
image_0138.jpg,0.916,301,312,343,352
image_0138.jpg,0.907,441,121,516,198
image_0138.jpg,0.893,130,221,197,246
image_0138.jpg,0.886,549,225,628,265
image_0138.jpg,0.865,471,225,562,301
image_0138.jpg,0.839,259,190,312,239
image_0143.jpg,0.926,552,81,605,137
image_0143.jpg,0.923,192,357,243,401
image_0143.jpg,0.92,391,297,445,344
image_0143.jpg,0.915,489,36,537,82
image_0143.jpg,0.908,255,105,293,152
image_0143.jpg,0.902,38,197,128,281
image_0143.jpg,0.894,98,258,160,316
image_0143.jpg,0.886,155,183,200,234
image_0143.jpg,0.878,193,138,269,211
image_0143.jpg,0.851,135,158,186,187
image_0146.jpg,0.944,451,103,482,145
image_0146.jpg,0.937,483,148,535,196
image_0146.jpg,0.937,174,55,233,93
image_0146.jpg,0.933,458,271,495,315
image_0146.jpg,0.93,209,127,299,213
image_0146.jpg,0.922,286,28,363,102
image_0146.jpg,0.912,88,90,123,150
image_0146.jpg,0.909,178,191,216,231
image_0146.jpg,0.906,448,363,528,388
image_0146.jpg,0.896,117,411,174,446
image_0146.jpg,0.895,155,353,207,395
image_0146.jpg,0.891,345,350,404,400
image_0146.jpg,0.846,193,369,233,406
image_0146.jpg,0.835,266,312,341,353
image_0146.jpg,0.777,214,129,254,163
image_0147.jpg,0.954,9,94,105,189
image_0147.jpg,0.942,181,241,277,330
image_0147.jpg,0.94,367,279,455,361
image_0147.jpg,0.927,542,414,576,457
image_0147.jpg,0.922,257,109,351,194
image_0147.jpg,0.919,62,70,116,97
image_0147.jpg,0.888,429,391,515,429
image_0147.jpg,0.887,539,252,616,325
image_0147.jpg,0.877,498,150,570,168
image_0147.jpg,0.875,235,219,268,258
image_0147.jpg,0.835,383,186,445,250
image_0147.jpg,0.814,246,160,314,204
image_0147.jpg,0.742,396,187,443,223
image_0150.jpg,0.939,55,415,91,469
image_0150.jpg,0.934,525,197,610,277
image_0150.jpg,0.931,374,348,442,414
image_0150.jpg,0.929,360,147,418,174
image_0150.jpg,0.918,79,282,136,341
image_0150.jpg,0.899,449,187,492,227
image_0150.jpg,0.898,106,345,151,386
image_0150.jpg,0.817,149,207,230,228
image_0160.jpg,0.933,213,165,247,215
image_0160.jpg,0.918,99,107,153,159
image_0160.jpg,0.917,433,137,486,172
image_0160.jpg,0.91,142,276,200,330
image_0160.jpg,0.898,454,58,533,80
image_0160.jpg,0.895,247,83,290,114
image_0160.jpg,0.869,512,93,556,134
image_0160.jpg,0.862,186,111,252,173
image_0160.jpg,0.84,225,138,259,184
image_0160.jpg,0.793,143,325,206,378
image_0160.jpg,0.636,222,116,273,157
image_0160.jpg,0.579,238,94,288,136
image_0162.jpg,0.955,49,222,106,281
image_0162.jpg,0.936,513,171,568,229
image_0162.jpg,0.931,151,315,201,361
image_0162.jpg,0.921,344,136,408,195
image_0162.jpg,0.91,231,192,272,230
image_0162.jpg,0.898,533,292,584,335
image_0162.jpg,0.889,552,335,599,375
image_0165.jpg,0.946,461,180,494,227
image_0165.jpg,0.941,413,253,495,332
image_0165.jpg,0.937,15,75,109,162
image_0165.jpg,0.935,195,303,248,335
image_0165.jpg,0.927,535,149,589,185
image_0165.jpg,0.919,136,74,195,134
image_0165.jpg,0.915,300,259,357,305
image_0165.jpg,0.901,563,317,607,354
image_0166.jpg,0.955,140,79,210,149
image_0166.jpg,0.944,152,252,213,313
image_0166.jpg,0.943,9,207,106,302
image_0166.jpg,0.938,327,354,423,446
image_0166.jpg,0.934,543,380,575,423
image_0166.jpg,0.926,188,178,276,263
image_0166.jpg,0.923,507,71,551,126
image_0166.jpg,0.92,400,276,447,308
image_0166.jpg,0.915,481,202,549,223
image_0166.jpg,0.908,581,406,625,445
image_0166.jpg,0.887,167,336,217,365
image_0166.jpg,0.877,300,373,344,415
image_0166.jpg,0.863,164,130,210,165
image_0166.jpg,0.841,273,73,342,119
image_0166.jpg,0.837,157,410,211,436
image_0166.jpg,0.819,225,236,266,281
image_0171.jpg,0.948,200,146,256,198
image_0171.jpg,0.941,123,392,190,458
image_0171.jpg,0.93,47,26,124,100
image_0171.jpg,0.928,567,123,604,174
image_0171.jpg,0.919,53,105,138,185
image_0171.jpg,0.918,73,307,148,376
image_0171.jpg,0.915,380,278,410,329
image_0171.jpg,0.915,61,345,113,394
image_0171.jpg,0.894,396,68,469,137
image_0171.jpg,0.892,138,337,224,377
image_0171.jpg,0.892,287,104,344,153
image_0171.jpg,0.87,359,173,420,200
image_0171.jpg,0.852,300,264,357,320
image_0171.jpg,0.844,364,80,414,111
image_0171.jpg,0.803,329,107,374,138
image_0171.jpg,0.791,291,227,381,311
image_0174.jpg,0.933,121,364,173,412
image_0174.jpg,0.932,348,116,399,155
image_0174.jpg,0.931,230,172,260,223
image_0174.jpg,0.924,75,233,106,284
image_0174.jpg,0.916,382,381,418,422
image_0174.jpg,0.911,60,94,111,143
image_0175.jpg,0.935,335,52,424,137
image_0175.jpg,0.921,56,325,110,355
image_0175.jpg,0.912,105,210,146,248
image_0175.jpg,0.907,227,382,280,412
image_0175.jpg,0.903,355,220,397,263
image_0175.jpg,0.902,303,275,344,303
image_0175.jpg,0.892,513,71,562,117
image_0175.jpg,0.891,589,52,637,92
image_0175.jpg,0.86,253,402,321,432
image_0175.jpg,0.841,373,351,420,371
image_0175.jpg,0.837,169,65,243,93
image_0175.jpg,0.822,321,396,402,436
image_0175.jpg,0.807,432,162,500,217
image_0175.jpg,0.757,464,172,508,216
image_0175.jpg,0.717,533,62,593,82
image_0177.jpg,0.936,523,73,613,158
image_0177.jpg,0.936,437,131,513,205
image_0177.jpg,0.935,60,188,116,240
image_0177.jpg,0.925,258,187,311,244
image_0177.jpg,0.909,491,248,544,294
image_0177.jpg,0.903,492,298,549,331
image_0177.jpg,0.899,318,393,390,449
image_0177.jpg,0.896,471,378,541,428
image_0177.jpg,0.882,533,333,598,361
image_0177.jpg,0.843,334,291,437,385
image_0179.jpg,0.951,310,136,360,190
image_0179.jpg,0.938,433,87,473,127
image_0179.jpg,0.935,487,308,562,390
image_0179.jpg,0.927,221,349,309,432
image_0179.jpg,0.907,130,158,179,196
image_0179.jpg,0.875,68,386,141,416
image_0182.jpg,0.936,550,330,587,383
image_0182.jpg,0.931,307,148,356,195
image_0182.jpg,0.919,212,169,280,226
image_0182.jpg,0.9,126,115,188,173
image_0182.jpg,0.883,94,73,179,115
image_0184.jpg,0.93,231,158,261,202
image_0184.jpg,0.928,535,255,574,308
image_0184.jpg,0.926,307,121,362,179
image_0184.jpg,0.922,147,182,195,222
image_0184.jpg,0.887,284,296,314,352
image_0184.jpg,0.874,314,269,377,326
image_0184.jpg,0.872,116,208,204,286
image_0184.jpg,0.855,352,78,439,125
image_0184.jpg,0.848,325,243,362,277
image_0184.jpg,0.846,529,92,587,127
image_0184.jpg,0.804,97,278,182,361
image_0184.jpg,0.753,99,298,147,343
image_0189.jpg,0.943,393,205,470,280
image_0189.jpg,0.94,373,148,447,226
image_0189.jpg,0.913,331,73,376,115
image_0189.jpg,0.898,377,299,417,338
image_0190.jpg,0.941,521,238,578,271
image_0190.jpg,0.936,353,58,441,142
image_0190.jpg,0.93,536,162,595,220
image_0190.jpg,0.93,397,254,485,343
image_0190.jpg,0.929,350,158,393,199
image_0190.jpg,0.917,116,263,175,316
image_0190.jpg,0.908,475,322,515,360
image_0191.jpg,0.943,196,308,248,363
image_0191.jpg,0.933,512,216,567,268
image_0191.jpg,0.929,508,159,608,253
image_0191.jpg,0.929,397,119,455,158
image_0191.jpg,0.927,52,42,105,92
image_0191.jpg,0.919,433,264,516,343
image_0191.jpg,0.907,591,367,626,416
image_0191.jpg,0.878,411,301,473,359
image_0201.jpg,0.945,369,220,426,276
image_0201.jpg,0.941,429,349,525,447
image_0201.jpg,0.934,590,275,640,331
image_0201.jpg,0.922,197,39,279,119
image_0201.jpg,0.918,93,331,149,383
image_0201.jpg,0.85,72,107,119,148
image_0205.jpg,0.958,379,165,429,221
image_0205.jpg,0.938,157,127,247,213
image_0205.jpg,0.932,256,80,342,161
image_0205.jpg,0.929,323,127,356,160
image_0205.jpg,0.917,230,225,271,246
image_0205.jpg,0.915,357,40,446,72
image_0205.jpg,0.906,392,104,473,130
image_0205.jpg,0.904,74,396,134,455
image_0205.jpg,0.897,257,175,326,202
image_0205.jpg,0.895,47,172,117,223
image_0205.jpg,0.864,420,321,481,346
image_0205.jpg,0.859,239,270,310,331
image_0205.jpg,0.852,331,226,417,282
image_0205.jpg,0.625,74,396,107,424
image_0206.jpg,0.961,465,181,567,276
image_0206.jpg,0.937,541,113,597,165
image_0206.jpg,0.918,494,83,541,127
image_0206.jpg,0.904,486,313,546,366
image_0206.jpg,0.855,463,160,514,186
image_0207.jpg,0.951,226,163,275,217
image_0207.jpg,0.939,194,372,226,403
image_0207.jpg,0.939,546,285,622,358
image_0207.jpg,0.928,15,383,102,466
image_0207.jpg,0.918,106,266,161,311
image_0207.jpg,0.896,374,332,417,374
image_0207.jpg,0.85,144,260,192,288
image_0208.jpg,0.929,164,282,196,335
image_0208.jpg,0.923,254,195,299,238
image_0208.jpg,0.922,518,153,558,198
image_0208.jpg,0.909,74,154,133,201
image_0208.jpg,0.88,138,224,205,252
image_0209.jpg,0.941,362,351,440,425
image_0209.jpg,0.939,427,48,509,129
image_0209.jpg,0.939,514,175,598,258
image_0209.jpg,0.931,427,176,479,206
image_0209.jpg,0.92,44,327,97,376
image_0209.jpg,0.915,106,277,145,316
image_0209.jpg,0.906,421,258,457,289
image_0209.jpg,0.906,293,53,358,110
image_0209.jpg,0.895,165,282,220,325
image_0209.jpg,0.893,264,408,300,440
image_0209.jpg,0.89,364,93,451,160
image_0209.jpg,0.882,543,252,580,292
image_0211.jpg,0.941,173,77,207,118
image_0211.jpg,0.922,482,284,532,323
image_0211.jpg,0.919,422,47,514,121
image_0211.jpg,0.917,147,28,201,85
image_0211.jpg,0.91,405,118,476,191
image_0211.jpg,0.903,245,76,287,119
image_0218.jpg,0.954,488,46,561,126
image_0218.jpg,0.953,513,229,584,304
image_0218.jpg,0.942,233,304,306,383
image_0218.jpg,0.922,535,107,581,163
image_0218.jpg,0.917,404,228,448,273
image_0218.jpg,0.915,304,235,355,271
image_0218.jpg,0.914,450,254,512,313
image_0218.jpg,0.909,157,198,193,243
image_0218.jpg,0.886,451,199,534,240
image_0218.jpg,0.85,245,288,333,312
image_0218.jpg,0.839,58,366,110,401
image_0218.jpg,0.821,93,190,131,224
image_0218.jpg,0.801,525,167,580,193
image_0218.jpg,0.679,113,182,181,218
image_0220.jpg,0.949,339,343,393,401
image_0220.jpg,0.949,469,221,514,277
image_0220.jpg,0.941,425,357,460,407
image_0220.jpg,0.932,376,166,415,207
